"","fldCruiseName","fldCruiseStationNumber","fldShotLonDecimalDegrees","fldShotLatDecimalDegrees","fldShotShipsHeading","fldShotDepth","Warp_m","fldGearCode","SweepLngt_m","fldValidityCode","fldWindSpeed","ObsHeave_m","ObsPitch_deg","ObsRoll_deg","door_dist_Median","door_dist_sd","wing_dist_Median","wing_dist_sd","TS_fish_density_Median","TS_fish_density_sd","TS_opening_Median","TS_opening_sd","TS_clearance_Median","TS_clearance_sd","TS_height_Median","TS_height_sd","TEY_fish_density_Median","TEY_fish_density_sd","TEY_height_Median","TEY_height_sd","TEY_opening_Median","TEY_opening_sd","TEY_clearance_Median","TEY_clearance_sd","TSP_along_speed_Median","TSP_along_speed_sd","TSP_across_speed_Median","TSP_across_speed_sd"
"140","IGFS2018",151,-6.184,51.623,200,105,390,"101010101","L","V","11",3.13,6.48,3.13,114.69,1.70799278225367,22.69,0.34389115802248,6,1.22355531621652,3.75,0.758355549937145,0,0.0797177379497862,3.75,0.605490515853541,3,1.83849554694942,3.5,1.80088101745351,3.38,0.268540492479932,0,1.74119328248869,2.08,0.128206242775546,-0.08,0.0237553271812447
"141","IGFS2018",152,-6.497,51.578,340,72,298,"101010101","S","V","14",2.98,4.66,2.98,85.75,0.921186418279233,22.31,0.406670532076011,0,0.61276789743265,3.31,8.79181650122232,0,0,3.31,3.47316079818059,0,1.73317515095737,3.5,1.19496148448071,3.13,0.343928547168657,0,1.02852060935597,2.35,0.0327174996387055,0.15,0.0381520738972308
"142","IGFS2018",153,-6.468,51.708,335,69,286,"101010101","S","V","13",2.61,3.61,2.61,85.63,0.765307541911813,22.31,0.258435598489506,0,0.993698402082337,3.81,32.138872334968,0,1.69540440842535,3.81,29.5998820996169,0,1.90010606285779,3.81,0.261751266453853,3.81,0.25539910496891,0,0.175052322019006,2.31,0.137520916041147,0.09,0.0626038607269364
"143","IGFS2018",154,-7.887,50.702,46,108,392,"101010101","L","V","21",2.98,9.77,2.98,120.94,0.741444670447868,23.63,0.1895127271147,0,0.486448234371038,3.75,0.41421797893007,0,1.53536147183323,3.75,1.35899406483167,0,0.255766598602902,3.5,1.8068495967059,3.44,0.127807045368267,0,1.92325227223314,2.12,0.0618423886244722,0.02,0.0362328292864392
"144","IGFS2018",155,-7.789,50.882,40,100,378,"101010101","L","V","25",3.18,9.54,3.18,119,1.51524439098031,24.19,0.702935866985185,2,0.961183416707428,3.63,0.39168051681178,0,0.0167893775795465,3.63,0.394233468616983,0,0.592981973843937,3.38,1.66546375458564,3.13,0.183656119539557,0,1.64546402190676,2.42,0.0863183437695319,0.04,0.0453977213550847
"145","IGFS2018",156,-7.566,51.034,43,96,350,"101010101","L","V","22",3.6,9.26,3.6,116.91,1.45721615599971,23.94,0.463698746249372,0,0.933471635672884,3.56,26.8241252723146,0,0.335698441255184,3.56,22.4019752167994,0,0.833513008482755,3.25,1.71117557506571,3.06,0.172947608028878,0,1.72929919935961,2.475,0.10457413183481,0.03,0.052690235155068
"146","IGFS2018",157,-7.466,51.141,30,100,380,"101010101","L","V","25",4.22,12.23,4.22,117.75,3.62180285063226,23.69,1.58479339155359,0,0.91980587846074,3.56,0.425104820482499,0,0.0206685384142782,3.56,0.640871336199881,0,0.587214420925597,3.25,0.988541700057628,3.25,0.235691252723272,0,0.858181091942728,2.36,0.0750754581096408,0.13,0.107104157306039
"147","IGFS2018",158,-7.607,51.248,268,87,336,"101010101","L","V","27",4.98,12.9,4.98,112.88,2.07088064355217,23.69,0.748878365969764,0,0.980556313135464,3.88,0.213722783484996,0,0,3.88,0.352842079787005,0,1.03429562595056,3.63,1.24541430607653,3.38,0.264161751103021,0,1.50282119765698,2.12,0.159878747466928,0.04,0.0640303649876325
"148","IGFS2018",160,-9.344,53.134,222,36,206,"101010101","S","A","19",2.54,4.55,2.54,77.94,24.6355815400447,19.13,10.6312585189882,2,2.25771221321274,4.31,4.34611596055848,0,0.130447688264213,4.31,5.28343317614857,0,1.24915103076471,4.19,0.450234885577169,4.19,0.170491074224806,0,0.377451776908913,2.16,0.135341871937328,0.06,0.161020706646845
"149","IGFS2018",162,-9.408,53.193,280,32,193,"101010101","S","A","20",1.94,4.07,1.94,75.56,0.87800236910533,20.38,0.31411200901227,4,1.06404885646709,4.31,0.326694437147129,0,0,4.31,0.275822915265818,0,1.31682147666649,3.88,0.168468057065146,4,0.166344604420577,0,0.0326149699330885,2.3,0.047862192529012,0.1,0.0353884170331429
